  4.0000E+00 -2.3337978E+01
  4.0500E+00 -2.2805065E+01
  4.1000E+00 -2.2372929E+01
  4.1500E+00 -2.2036566E+01
  4.2000E+00 -2.1886564E+01
  4.2500E+00 -2.1899771E+01
  4.3000E+00 -2.1992928E+01
  4.3500E+00 -2.2099094E+01
  4.4000E+00 -2.2187977E+01
  4.4500E+00 -2.2234482E+01
  4.5000E+00 -2.2254015E+01
  4.5500E+00 -2.2244823E+01
  4.6000E+00 -2.2212091E+01
  4.6500E+00 -2.2155016E+01
  4.7000E+00 -2.2073582E+01
  4.7500E+00 -2.1984709E+01
  4.8000E+00 -2.1888836E+01
  4.8500E+00 -2.1802340E+01
  4.9000E+00 -2.1749554E+01
  4.9500E+00 -2.1723692E+01
  5.0000E+00 -2.1721258E+01
  5.0500E+00 -2.1728994E+01
  5.1000E+00 -2.1714792E+01
  5.1500E+00 -2.1689905E+01
  5.2000E+00 -2.1663698E+01
  5.2500E+00 -2.1635786E+01
  5.3000E+00 -2.1608370E+01
  5.3500E+00 -2.1589581E+01
  5.4000E+00 -2.1629580E+01
  5.4500E+00 -2.1758982E+01
  5.5000E+00 -2.1985106E+01
  5.5500E+00 -2.2171471E+01
  5.6000E+00 -2.2289097E+01
  5.6500E+00 -2.2329098E+01
  5.7000E+00 -2.2339098E+01
  5.7500E+00 -2.2359098E+01
  5.8000E+00 -2.2417429E+01
  5.8500E+00 -2.2541985E+01
  5.9000E+00 -2.2655813E+01
  5.9500E+00 -2.2712431E+01
  6.0000E+00 -2.2748837E+01
  6.0500E+00 -2.2777588E+01
  6.1000E+00 -2.2795017E+01
  6.1500E+00 -2.2786316E+01
  6.2000E+00 -2.2786316E+01
  6.2500E+00 -2.2803692E+01
  6.3000E+00 -2.2856657E+01
  6.3500E+00 -2.2918898E+01
  6.4000E+00 -2.2970352E+01
  6.4500E+00 -2.3002909E+01
  6.5000E+00 -2.3026953E+01
  6.5500E+00 -2.3048485E+01
  6.6000E+00 -2.3054016E+01
  6.6500E+00 -2.3059385E+01
  6.7000E+00 -2.3064589E+01
  6.7500E+00 -2.3069622E+01
  6.8000E+00 -2.3064482E+01
  6.8500E+00 -2.3061844E+01
  6.9000E+00 -2.3049164E+01
  6.9500E+00 -2.3039164E+01
  7.0000E+00 -2.3026436E+01
  7.0500E+00 -2.3013662E+01
  7.1000E+00 -2.3007978E+01
  7.1500E+00 -2.3005064E+01
  7.2000E+00 -2.2992104E+01
  7.2500E+00 -2.2979094E+01
  7.3000E+00 -2.2966036E+01
  7.3500E+00 -2.2952929E+01
  7.4000E+00 -2.2932928E+01
  7.4500E+00 -2.2912928E+01
  7.5000E+00 -2.2899771E+01
  7.5500E+00 -2.2879772E+01
  7.6000E+00 -2.2859772E+01
  7.6500E+00 -2.2839771E+01
  7.7000E+00 -2.2816565E+01
  7.7500E+00 -2.2796564E+01
  7.8000E+00 -2.2776566E+01
  7.8500E+00 -2.2756565E+01
  7.9000E+00 -2.2736565E+01
  7.9500E+00 -2.2706564E+01
  8.0000E+00 -2.2686565E+01
  8.0500E+00 -2.2666565E+01
  8.1000E+00 -2.2646564E+01
  8.1500E+00 -2.2623308E+01
  8.2000E+00 -2.2603308E+01
  8.2500E+00 -2.2576565E+01
  8.3000E+00 -2.2553308E+01
  8.3500E+00 -2.2533308E+01
  8.4000E+00 -2.2513308E+01
  8.4500E+00 -2.2486565E+01
  8.5000E+00 -2.2463308E+01
