  4.0000E+00 -2.3402975E+01
  4.0500E+00 -2.2862976E+01
  4.1000E+00 -2.2400000E+01
  4.1500E+00 -2.2052977E+01
  4.2000E+00 -2.1900000E+01
  4.2500E+00 -2.1920000E+01
  4.3000E+00 -2.2020000E+01
  4.3500E+00 -2.2142977E+01
  4.4000E+00 -2.2252975E+01
  4.4500E+00 -2.2345903E+01
  4.5000E+00 -2.2428785E+01
  4.5500E+00 -2.2504404E+01
  4.6000E+00 -2.2565098E+01
  4.6500E+00 -2.2597473E+01
  4.7000E+00 -2.2584396E+01
  4.7500E+00 -2.2504396E+01
  4.8000E+00 -2.2359823E+01
  4.8500E+00 -2.2220177E+01
  4.9000E+00 -2.2150177E+01
  4.9500E+00 -2.2155085E+01
  5.0000E+00 -2.2212130E+01
  5.0500E+00 -2.2290958E+01
  5.1000E+00 -2.2343054E+01
  5.1500E+00 -2.2385555E+01
  5.2000E+00 -2.2417931E+01
  5.2500E+00 -2.2428499E+01
  5.3000E+00 -2.2446445E+01
  5.3500E+00 -2.2453325E+01
  5.4000E+00 -2.2495113E+01
  5.4500E+00 -2.2608513E+01
  5.5000E+00 -2.2764732E+01
  5.5500E+00 -2.2890423E+01
  5.6000E+00 -2.2972151E+01
  5.6500E+00 -2.3010399E+01
  5.7000E+00 -2.3022150E+01
  5.7500E+00 -2.3042150E+01
  5.8000E+00 -2.3078613E+01
  5.8500E+00 -2.3137173E+01
  5.9000E+00 -2.3186623E+01
  5.9500E+00 -2.3212130E+01
  6.0000E+00 -2.3219822E+01
  6.0500E+00 -2.3235085E+01
  6.1000E+00 -2.3235085E+01
  6.1500E+00 -2.3235085E+01
  6.2000E+00 -2.3232653E+01
  6.2500E+00 -2.3232653E+01
  6.3000E+00 -2.3237659E+01
  6.3500E+00 -2.3252491E+01
  6.4000E+00 -2.3257147E+01
  6.4500E+00 -2.3254404E+01
  6.5000E+00 -2.3251617E+01
  6.5500E+00 -2.3241617E+01
  6.6000E+00 -2.3228785E+01
  6.6500E+00 -2.3218784E+01
  6.7000E+00 -2.3205904E+01
  6.7500E+00 -2.3195904E+01
  6.8000E+00 -2.3175903E+01
  6.8500E+00 -2.3162975E+01
  6.9000E+00 -2.3145905E+01
  6.9500E+00 -2.3132977E+01
  7.0000E+00 -2.3112976E+01
  7.0500E+00 -2.3095903E+01
  7.1000E+00 -2.3075903E+01
  7.1500E+00 -2.3062977E+01
  7.2000E+00 -2.3042976E+01
  7.2500E+00 -2.3022976E+01
  7.3000E+00 -2.3002975E+01
  7.3500E+00 -2.2982975E+01
  7.4000E+00 -2.2959999E+01
  7.4500E+00 -2.2940001E+01
  7.5000E+00 -2.2920000E+01
  7.5500E+00 -2.2900000E+01
  7.6000E+00 -2.2879999E+01
  7.6500E+00 -2.2860001E+01
  7.7000E+00 -2.2832975E+01
  7.7500E+00 -2.2809999E+01
  7.8000E+00 -2.2790001E+01
  7.8500E+00 -2.2770000E+01
  7.9000E+00 -2.2750000E+01
  7.9500E+00 -2.2722977E+01
  8.0000E+00 -2.2700001E+01
  8.0500E+00 -2.2680000E+01
  8.1000E+00 -2.2660000E+01
  8.1500E+00 -2.2629999E+01
  8.2000E+00 -2.2610001E+01
  8.2500E+00 -2.2590000E+01
  8.3000E+00 -2.2562977E+01
  8.3500E+00 -2.2540001E+01
  8.4000E+00 -2.2520000E+01
  8.4500E+00 -2.2500000E+01
  8.5000E+00 -2.2469999E+01
