  4.0000E+00 -2.3128485E+01
  4.0500E+00 -2.2542910E+01
  4.1000E+00 -2.2224588E+01
  4.1500E+00 -2.1953663E+01
  4.2000E+00 -2.1817978E+01
  4.2500E+00 -2.1827978E+01
  4.3000E+00 -2.1896437E+01
  4.3500E+00 -2.1952126E+01
  4.4000E+00 -2.1954893E+01
  4.4500E+00 -2.1912127E+01
  4.5000E+00 -2.1836657E+01
  4.5500E+00 -2.1746315E+01
  4.6000E+00 -2.1652431E+01
  4.6500E+00 -2.1546896E+01
  4.7000E+00 -2.1447956E+01
  4.7500E+00 -2.1348995E+01
  4.8000E+00 -2.1267956E+01
  4.8500E+00 -2.1196896E+01
  4.9000E+00 -2.1137957E+01
  4.9500E+00 -2.1107956E+01
  5.0000E+00 -2.1115814E+01
  5.0500E+00 -2.1142431E+01
  5.1000E+00 -2.1148836E+01
  5.1500E+00 -2.1127588E+01
  5.2000E+00 -2.1097589E+01
  5.2500E+00 -2.1085016E+01
  5.3000E+00 -2.1072340E+01
  5.3500E+00 -2.1069555E+01
  5.4000E+00 -2.1100962E+01
  5.4500E+00 -2.1239555E+01
  5.5000E+00 -2.1460960E+01
  5.5500E+00 -2.1659555E+01
  5.6000E+00 -2.1770962E+01
  5.6500E+00 -2.1819555E+01
  5.7000E+00 -2.1820961E+01
  5.7500E+00 -2.1823692E+01
  5.8000E+00 -2.1875017E+01
  5.8500E+00 -2.1978836E+01
  5.9000E+00 -2.2054708E+01
  5.9500E+00 -2.2078995E+01
  6.0000E+00 -2.2091984E+01
  6.0500E+00 -2.2094791E+01
  6.1000E+00 -2.2096569E+01
  6.1500E+00 -2.2086569E+01
  6.2000E+00 -2.2077429E+01
  6.2500E+00 -2.2106569E+01
  6.3000E+00 -2.2202940E+01
  6.3500E+00 -2.2326897E+01
  6.4000E+00 -2.2431257E+01
  6.4500E+00 -2.2506315E+01
  6.5000E+00 -2.2553692E+01
  6.5500E+00 -2.2592340E+01
  6.6000E+00 -2.2610962E+01
  6.6500E+00 -2.2638121E+01
  6.7000E+00 -2.2665165E+01
  6.7500E+00 -2.2692091E+01
  6.8000E+00 -2.2700510E+01
  6.8500E+00 -2.2700510E+01
  6.9000E+00 -2.2690510E+01
  6.9500E+00 -2.2672092E+01
  7.0000E+00 -2.2670509E+01
  7.0500E+00 -2.2685577E+01
  7.1000E+00 -2.2710352E+01
  7.1500E+00 -2.2734823E+01
  7.2000E+00 -2.2756952E+01
  7.2500E+00 -2.2770658E+01
  7.3000E+00 -2.2784016E+01
  7.3500E+00 -2.2789385E+01
  7.4000E+00 -2.2784588E+01
  7.4500E+00 -2.2779621E+01
  7.5000E+00 -2.2777073E+01
  7.5500E+00 -2.2764481E+01
  7.6000E+00 -2.2751844E+01
  7.6500E+00 -2.2739162E+01
  7.7000E+00 -2.2719164E+01
  7.7500E+00 -2.2706436E+01
  7.8000E+00 -2.2686436E+01
  7.8500E+00 -2.2673662E+01
  7.9000E+00 -2.2653664E+01
  7.9500E+00 -2.2630844E+01
  8.0000E+00 -2.2610844E+01
  8.0500E+00 -2.2590843E+01
  8.1000E+00 -2.2570845E+01
  8.1500E+00 -2.2557978E+01
  8.2000E+00 -2.2537977E+01
  8.2500E+00 -2.2515064E+01
  8.3000E+00 -2.2495064E+01
  8.3500E+00 -2.2475063E+01
  8.4000E+00 -2.2455065E+01
  8.4500E+00 -2.2425064E+01
  8.5000E+00 -2.2405064E+01
